match_id,tournament,date
78,Florida-Warm-Up-2025,2025-02-01
79,Florida-Warm-Up-2025,2025-02-02
80,Queen-City-Tune-Up-2025,2025-02-15
81,Queen-City-Tune-Up-2025,2025-02-15
82,Queen-City-Tune-Up-2025,2025-02-15
83,Queen-City-Tune-Up-2025,2025-02-16
84,Queen-City-Tune-Up-2025,2025-02-16
85,Mid-Atlantic-Warm-Up-2025,2025-01-25
86,Mid-Atlantic-Warm-Up-2025,2025-01-25
87,Mid-Atlantic-Warm-Up-2025,2025-01-25
88,Mid-Atlantic-Warm-Up-2025,2025-01-25
89,Mid-Atlantic-Warm-Up-2025,2025-01-26
90,Mid-Atlantic-Warm-Up-2025,2025-01-26
91,Monument-Melee-2025,2025-02-22
92,Monument-Melee-2025,2025-02-22
93,Monument-Melee-2025,2025-02-22
94,Monument-Melee-2025,2025-02-23
95,Monument-Melee-2025,2025-02-23
96,Monument-Melee-2025,2025-02-23
97,Atlantic-Coast-Open-2025,2025-03-22
98,Atlantic-Coast-Open-2025,2025-03-22
99,Atlantic-Coast-Open-2025,2025-03-22
100,Atlantic-Coast-Open-2025,2025-03-22
101,Atlantic-Coast-Open-2025,2025-03-23
102,Atlantic-Coast-Open-2025,2025-03-23
103,Atlantic-Coast-Open-2025,2025-03-23
104,Monument-Melee-2025,2025-02-22
105,Monument-Melee-2025,2025-02-22
106,Monument-Melee-2025,2025-02-22
107,Monument-Melee-2025,2025-02-23
108,Monument-Melee-2025,2025-02-23
109,Atlantic-Coast-Open-2025,2025-03-22
110,Atlantic-Coast-Open-2025,2025-03-22
111,Atlantic-Coast-Open-2025,2025-03-22
112,Atlantic-Coast-Open-2025,2025-03-22
113,Atlantic-Coast-Open-2025,2025-03-23
114,Atlantic-Coast-Open-2025,2025-03-23
115,Grand-Northeast-Kickoff-2025,2025-03-08
116,Grand-Northeast-Kickoff-2025,2025-03-08
117,Grand-Northeast-Kickoff-2025,2025-03-08
118,Grand-Northeast-Kickoff-2025,2025-03-08
119,Grand-Northeast-Kickoff-2025,2025-03-09
120,Grand-Northeast-Kickoff-2025,2025-03-09
121,Grand-Northeast-Kickoff-2025,2025-03-09
122,New-England-Open-2025,2025-03-29
123,New-England-Open-2025,2025-03-29
124,New-England-Open-2025,2025-03-29
125,New-England-Open-2025,2025-03-29
126,New-England-Open-2025,2025-03-30
127,New-England-Open-2025,2025-03-30
128,New-England-Open-2025,2025-03-30
129,Huckfest-2025,2025-03-29
130,Huckfest-2025,2025-03-29
131,Huckfest-2025,2025-03-29
132,Huckfest-2025,2025-03-29
133,Huckfest-2025,2025-03-30
134,Huckfest-2025,2025-03-30
135,Huckfest-2025,2025-03-30
136,Carolina-Kickoff-mens-2025,2025-02-01
137,Carolina-Kickoff-mens-2025,2025-02-01
138,Carolina-Kickoff-mens-2025,2025-02-01
139,Carolina-Kickoff-mens-2025,2025-02-02
140,Carolina-Kickoff-mens-2025,2025-02-02
141,Carolina-Kickoff-mens-2025,2025-02-02
142,Easterns-Qualifier-2025,2025-02-22
143,Easterns-Qualifier-2025,2025-02-22
144,Easterns-Qualifier-2025,2025-02-22
145,Easterns-Qualifier-2025,2025-02-22
146,Easterns-Qualifier-2025,2025-02-23
147,Easterns-Qualifier-2025,2025-02-23
148,Easterns-Qualifier-2025,2025-02-23
149,Atlantic-Coast-Open-2025,2025-03-22
150,Atlantic-Coast-Open-2025,2025-03-22
151,Atlantic-Coast-Open-2025,2025-03-22
152,Atlantic-Coast-Open-2025,2025-03-23
153,Atlantic-Coast-Open-2025,2025-03-23
154,Atlantic-Coast-Open-2025,2025-03-23
155,Needle-in-a-Ho-Stack-2025,2025-03-29
156,Needle-in-a-Ho-Stack-2025,2025-03-29
157,Needle-in-a-Ho-Stack-2025,2025-03-29
158,Needle-in-a-Ho-Stack-2025,2025-03-30
159,Needle-in-a-Ho-Stack-2025,2025-03-30
160,Needle-in-a-Ho-Stack-2025,2025-03-30
161,New-Year-Fest-2025,2025-01-25
162,New-Year-Fest-2025,2025-01-25
163,New-Year-Fest-2025,2025-01-25
164,New-Year-Fest-2025,2025-01-25
165,New-Year-Fest-2025,2025-01-26
166,New-Year-Fest-2025,2025-01-26
167,Vice-Presidents-Day-Invite-2025,2025-02-15
168,Vice-Presidents-Day-Invite-2025,2025-02-15
169,Vice-Presidents-Day-Invite-2025,2025-02-15
170,Vice-Presidents-Day-Invite-2025,2025-02-16
171,Vice-Presidents-Day-Invite-2025,2025-02-16
172,Vice-Presidents-Day-Invite-2025,2025-02-16
173,Sinvite-2025,2025-03-29
174,Sinvite-2025,2025-03-29
175,Sinvite-2025,2025-03-29
176,Sinvite-2025,2025-03-29
177,Sinvite-2025,2025-03-30
178,Sinvite-2025,2025-03-30
179,Vice-Presidents-Day-Invite-2025,2025-02-15
180,Vice-Presidents-Day-Invite-2025,2025-02-15
181,Vice-Presidents-Day-Invite-2025,2025-02-15
182,Vice-Presidents-Day-Invite-2025,2025-02-16
183,Vice-Presidents-Day-Invite-2025,2025-02-16
184,Mens-Centex-2025,2025-03-15
185,Mens-Centex-2025,2025-03-15
186,Mens-Centex-2025,2025-03-15
187,Mens-Centex-2025,2025-03-15
188,Mens-Centex-2025,2025-03-16
189,Mens-Centex-2025,2025-03-16
190,Mens-Centex-2025,2025-03-16
191,New-Year-Fest-2025,2025-01-25
192,New-Year-Fest-2025,2025-01-25
193,New-Year-Fest-2025,2025-01-26
194,New-Year-Fest-2025,2025-01-26
195,Mardi-Gras-XXXVII,2025-02-22
196,Mardi-Gras-XXXVII,2025-02-22
197,Mardi-Gras-XXXVII,2025-02-22
198,Mens-Centex-2025,2025-03-15
199,Mens-Centex-2025,2025-03-15
200,Mens-Centex-2025,2025-03-15
201,Mens-Centex-2025,2025-03-15
202,Mens-Centex-2025,2025-03-16
203,Mens-Centex-2025,2025-03-16
204,Mens-Centex-2025,2025-03-16
205,Garden-State-2025,2025-03-01
206,Garden-State-2025,2025-03-01
207,Garden-State-2025,2025-03-01
208,Garden-State-2025,2025-03-02
209,Garden-State-2025,2025-03-02
210,Northeast-Classic-2025,2025-03-29
211,Northeast-Classic-2025,2025-03-29
212,Northeast-Classic-2025,2025-03-29
213,Northeast-Classic-2025,2025-03-29
214,Northeast-Classic-2025,2025-03-30
215,Northeast-Classic-2025,2025-03-30
216,Butler-Spring-Fling-2025,2025-03-23
217,Butler-Spring-Fling-2025,2025-03-23
218,Butler-Spring-Fling-2025,2025-03-23
219,Corny-Classic-College-2025,2025-03-29
220,Corny-Classic-College-2025,2025-03-29
221,Corny-Classic-College-2025,2025-03-29
222,Corny-Classic-College-2025,2025-03-30
223,Corny-Classic-College-2025,2025-03-30
224,Corny-Classic-College-2025,2025-03-30
225,Corny-Classic-College-2025,2025-03-30
226,Queen-City-Tune-Up-2025,2025-02-15
227,Queen-City-Tune-Up-2025,2025-02-15
228,Queen-City-Tune-Up-2025,2025-02-15
229,Queen-City-Tune-Up-2025,2025-02-16
230,Queen-City-Tune-Up-2025,2025-02-16
231,Easterns-Qualifier-2025,2025-02-22
232,Easterns-Qualifier-2025,2025-02-22
233,Easterns-Qualifier-2025,2025-02-22
234,Easterns-Qualifier-2025,2025-02-22
235,Easterns-Qualifier-2025,2025-02-23
236,Easterns-Qualifier-2025,2025-02-23
237,Easterns-Qualifier-2025,2025-02-23
238,Tally-Classic-XIX,2025-03-15
239,Tally-Classic-XIX,2025-03-15
240,Tally-Classic-XIX,2025-03-15
241,Tally-Classic-XIX,2025-03-15
242,Mardi-Gras-XXXVII,2025-02-22
243,Mardi-Gras-XXXVII,2025-02-22
244,Mardi-Gras-XXXVII,2025-02-22
245,Mardi-Gras-XXXVII,2025-02-22
246,Florida-Warm-Up-2025-Weekend-2,2025-03-01
247,Florida-Warm-Up-2025-Weekend-2,2025-03-01
248,Florida-Warm-Up-2025-Weekend-2,2025-03-02
249,Florida-Warm-Up-2025-Weekend-2,2025-03-02
250,Florida-Warm-Up-2025-Weekend-2,2025-03-02
251,Tally-Classic-XIX,2025-03-15
252,Tally-Classic-XIX,2025-03-15
253,Florida-Warm-Up-2025-Weekend-2,2025-03-01
254,Florida-Warm-Up-2025-Weekend-2,2025-03-01
255,Florida-Warm-Up-2025-Weekend-2,2025-03-02
256,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-01
257,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-01
258,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-01
259,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-01
260,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-02
261,The-Dayton-Ultimate-Disc-Experience-DUDE,2025-03-02
262,Grand-Rapids-Invite-2025,2025-03-15
263,Grand-Rapids-Invite-2025,2025-03-15
264,Grand-Rapids-Invite-2025,2025-03-15
265,Grand-Rapids-Invite-2025,2025-03-16
266,Grand-Rapids-Invite-2025,2025-03-16
267,Grand-Rapids-Invite-2025,2025-03-16
268,Corny-Classic-College-2025,2025-03-29
269,Corny-Classic-College-2025,2025-03-29
270,Corny-Classic-College-2025,2025-03-29
271,Corny-Classic-College-2025,2025-03-29
272,Corny-Classic-College-2025,2025-03-30
273,Corny-Classic-College-2025,2025-03-30
274,Grand-Northeast-Kickoff-2025,2025-03-08
275,Grand-Northeast-Kickoff-2025,2025-03-08
276,Grand-Northeast-Kickoff-2025,2025-03-08
277,Grand-Northeast-Kickoff-2025,2025-03-08
278,Grand-Northeast-Kickoff-2025,2025-03-09
279,Grand-Northeast-Kickoff-2025,2025-03-09
280,PBR-State-Open,2025-03-22
281,PBR-State-Open,2025-03-22
282,PBR-State-Open,2025-03-22
283,PBR-State-Open,2025-03-23
284,PBR-State-Open,2025-03-23
285,PBR-State-Open,2025-03-23
286,Easterns-2025,2025-03-29
287,Easterns-2025,2025-03-29
288,Easterns-2025,2025-03-29
289,Easterns-2025,2025-03-29
290,Easterns-2025,2025-03-30
291,Easterns-2025,2025-03-30
292,Easterns-2025,2025-03-30
293,Big-D-in-Little-D-2025,2025-02-01
294,Big-D-in-Little-D-2025,2025-02-01
295,Big-D-in-Little-D-2025,2025-02-01
296,Big-D-in-Little-D-2025,2025-02-02
297,Big-D-in-Little-D-2025,2025-02-02
298,Mens-Centex-2025,2025-03-15
299,Mens-Centex-2025,2025-03-15
300,Mens-Centex-2025,2025-03-15
301,Mens-Centex-2025,2025-03-15
302,Mens-Centex-2025,2025-03-16
303,Mens-Centex-2025,2025-03-16
304,Mens-Centex-2025,2025-03-16
305,Huckfest-2025,2025-03-29
306,Huckfest-2025,2025-03-29
307,Huckfest-2025,2025-03-29
308,Huckfest-2025,2025-03-29
309,Huckfest-2025,2025-03-30
310,PBR-State-Open,2025-03-22
311,PBR-State-Open,2025-03-22
312,PBR-State-Open,2025-03-22
313,PBR-State-Open,2025-03-23
314,PBR-State-Open,2025-03-23
315,T-Town-Throwdown-XX,2025-01-25
316,T-Town-Throwdown-XX,2025-01-25
317,T-Town-Throwdown-XX,2025-01-25
318,T-Town-Throwdown-XX,2025-01-26
319,T-Town-Throwdown-XX,2025-01-26
320,T-Town-Throwdown-XX,2025-01-26
321,Bulldog-Brawl,2025-02-08
322,Bulldog-Brawl,2025-02-08
323,Bulldog-Brawl,2025-02-08
324,Bulldog-Brawl,2025-02-08
325,Bulldog-Brawl,2025-02-09
326,Bulldog-Brawl,2025-02-09
327,Bulldog-Brawl,2025-02-09
328,Tally-Classic-XIX,2025-03-15
329,Tally-Classic-XIX,2025-03-15
330,Tally-Classic-XIX,2025-03-15
331,Big-Sky-Brawl-2025,2025-03-01
332,Big-Sky-Brawl-2025,2025-03-01
333,Big-Sky-Brawl-2025,2025-03-01
334,Big-Sky-Brawl-2025,2025-03-02
335,Big-Sky-Brawl-2025,2025-03-02
336,Big-Sky-Brawl-2025,2025-03-02
337,Mens-Centex-2025,2025-03-15
338,Mens-Centex-2025,2025-03-15
339,Mens-Centex-2025,2025-03-15
340,Mens-Centex-2025,2025-03-16
341,Mens-Centex-2025,2025-03-16
342,East-Coast-Invite-2025,2025-03-29
343,East-Coast-Invite-2025,2025-03-29
344,East-Coast-Invite-2025,2025-03-29
345,East-Coast-Invite-2025,2025-03-29
346,East-Coast-Invite-2025,2025-03-30
347,East-Coast-Invite-2025,2025-03-30
348,East-Coast-Invite-2025,2025-03-30
349,Mid-Atlantic-Warm-Up-2025,2025-01-25
350,Mid-Atlantic-Warm-Up-2025,2025-01-25
351,Mid-Atlantic-Warm-Up-2025,2025-01-25
352,Mid-Atlantic-Warm-Up-2025,2025-01-25
353,Mid-Atlantic-Warm-Up-2025,2025-01-26
354,Mid-Atlantic-Warm-Up-2025,2025-01-26
355,Mid-Atlantic-Warm-Up-2025,2025-01-26
356,UMass-Invite-2025,2025-03-01
357,UMass-Invite-2025,2025-03-01
358,UMass-Invite-2025,2025-03-01
359,UMass-Invite-2025,2025-03-01
360,UMass-Invite-2025,2025-03-02
361,PBR-State-Open,2025-03-22
362,PBR-State-Open,2025-03-22
363,PBR-State-Open,2025-03-23
364,PBR-State-Open,2025-03-23
365,Ocean-State-Invite-2025,2025-03-29
366,Ocean-State-Invite-2025,2025-03-29
367,Ocean-State-Invite-2025,2025-03-29
368,Ocean-State-Invite-2025,2025-03-29
369,Ocean-State-Invite-2025,2025-03-30
370,Garden-State-2025,2025-03-01
371,Garden-State-2025,2025-03-01
372,Garden-State-2025,2025-03-01
373,Garden-State-2025,2025-03-01
374,Garden-State-2025,2025-03-02
375,Garden-State-2025,2025-03-02
376,Garden-State-2025,2025-03-02
377,PBR-State-Open,2025-03-22
378,PBR-State-Open,2025-03-23
379,PBR-State-Open,2025-03-23
380,New-England-Open-2025,2025-03-29
381,New-England-Open-2025,2025-03-29
382,New-England-Open-2025,2025-03-29
383,New-England-Open-2025,2025-03-29
384,New-England-Open-2025,2025-03-30
385,New-England-Open-2025,2025-03-30
386,New-England-Open-2025,2025-03-30
387,Corny-Classic-College-2025,2025-03-29
388,Corny-Classic-College-2025,2025-03-29
389,Corny-Classic-College-2025,2025-03-30
390,Corny-Classic-College-2025,2025-03-30
391,D-III-River-City-Showdown-2025,2025-03-01
392,D-III-River-City-Showdown-2025,2025-03-01
393,D-III-River-City-Showdown-2025,2025-03-01
394,D-III-River-City-Showdown-2025,2025-03-01
395,D-III-River-City-Showdown-2025,2025-03-02
396,D-III-River-City-Showdown-2025,2025-03-02
397,D-III-River-City-Showdown-2025,2025-03-02
398,PBR-State-Open,2025-03-22
399,PBR-State-Open,2025-03-22
400,New-England-Open-2025,2025-03-29
401,New-England-Open-2025,2025-03-29
402,New-England-Open-2025,2025-03-29
403,New-England-Open-2025,2025-03-29
404,New-England-Open-2025,2025-03-30
405,Santa-Barbara-Invite-2025,2025-01-24
406,Santa-Barbara-Invite-2025,2025-01-24
407,Santa-Barbara-Invite-2025,2025-01-25
408,Santa-Barbara-Invite-2025,2025-01-25
409,Santa-Barbara-Invite-2025,2025-01-25
410,Santa-Barbara-Invite-2025,2025-01-25
411,Florida-Warm-Up-2025,2025-01-31
412,Florida-Warm-Up-2025,2025-01-31
413,Florida-Warm-Up-2025,2025-01-31
414,Florida-Warm-Up-2025,2025-01-31
415,Florida-Warm-Up-2025,2025-02-01
416,Florida-Warm-Up-2025,2025-02-01
417,Florida-Warm-Up-2025,2025-02-01
418,Florida-Warm-Up-2025,2025-02-01
419,Northwest-Challenge-2025-mens,2025-03-21
420,Northwest-Challenge-2025-mens,2025-03-21
421,Northwest-Challenge-2025-mens,2025-03-21
422,Northwest-Challenge-2025-mens,2025-03-22
423,Northwest-Challenge-2025-mens,2025-03-22
424,Northwest-Challenge-2025-mens,2025-03-22
425,New-Year-Fest-2025,2025-01-25
426,New-Year-Fest-2025,2025-01-25
427,New-Year-Fest-2025,2025-01-25
428,New-Year-Fest-2025,2025-01-25
429,Snow-Melt-2025,2025-02-28
430,Snow-Melt-2025,2025-03-01
431,Snow-Melt-2025,2025-03-01
432,Snow-Melt-2025,2025-03-01
433,Snow-Melt-2025,2025-03-01
434,Sinvite-2025,2025-03-29
435,Sinvite-2025,2025-03-29
436,Sinvite-2025,2025-03-29
437,Santa-Barbara-Invite-2025,2025-01-25
438,Santa-Barbara-Invite-2025,2025-01-25
439,Santa-Barbara-Invite-2025,2025-01-26
440,Santa-Barbara-Invite-2025,2025-01-26
441,Santa-Barbara-Invite-2025,2025-01-26
442,Stanford-Invite-2025-Mens,2025-03-08
443,Stanford-Invite-2025-Mens,2025-03-08
444,Stanford-Invite-2025-Mens,2025-03-08
445,Stanford-Invite-2025-Mens,2025-03-09
446,Stanford-Invite-2025-Mens,2025-03-09
447,Stanford-Invite-2025-Mens,2025-03-09
448,Northwest-Challenge-2025-mens,2025-03-22
449,Northwest-Challenge-2025-mens,2025-03-22
450,Northwest-Challenge-2025-mens,2025-03-22
451,Northwest-Challenge-2025-mens,2025-03-23
452,Northwest-Challenge-2025-mens,2025-03-23
453,Northwest-Challenge-2025-mens,2025-03-23
454,Stanford-Open-Mens,2025-02-08
455,Stanford-Open-Mens,2025-02-08
456,Stanford-Open-Mens,2025-02-08
457,Stanford-Open-Mens,2025-02-09
458,Stanford-Open-Mens,2025-02-09
459,Stanford-Open-Mens,2025-02-09
460,Stanford-Invite-2025-Mens,2025-03-08
461,Stanford-Invite-2025-Mens,2025-03-08
462,Stanford-Invite-2025-Mens,2025-03-08
463,Stanford-Invite-2025-Mens,2025-03-09
464,Stanford-Invite-2025-Mens,2025-03-09
465,Northwest-Challenge-D3,2025-03-29
466,Northwest-Challenge-D3,2025-03-29
467,Florida-Warm-Up-2025,2025-01-31
468,Florida-Warm-Up-2025,2025-01-31
469,Florida-Warm-Up-2025,2025-01-31
470,Florida-Warm-Up-2025,2025-02-01
471,Florida-Warm-Up-2025,2025-02-01
472,Florida-Warm-Up-2025,2025-02-01
473,Florida-Warm-Up-2025,2025-02-02
474,Florida-Warm-Up-2025,2025-02-02
475,Smoky-Mountain-Invite-2025,2025-03-01
476,Smoky-Mountain-Invite-2025,2025-03-01
477,Smoky-Mountain-Invite-2025,2025-03-01
478,Smoky-Mountain-Invite-2025,2025-03-01
479,Smoky-Mountain-Invite-2025,2025-03-02
480,Smoky-Mountain-Invite-2025,2025-03-02
481,Smoky-Mountain-Invite-2025,2025-03-02
482,Easterns-2025,2025-03-29
483,Easterns-2025,2025-03-29
484,Easterns-2025,2025-03-29
485,Easterns-2025,2025-03-29
486,Easterns-2025,2025-03-30
487,Easterns-2025,2025-03-30
488,Easterns-2025,2025-03-30
489,Garden-State-2025,2025-03-01
490,Garden-State-2025,2025-03-01
491,Garden-State-2025,2025-03-01
492,Garden-State-2025,2025-03-02
493,Grand-Northeast-Kickoff-2025,2025-03-08
494,Grand-Northeast-Kickoff-2025,2025-03-08
495,Grand-Northeast-Kickoff-2025,2025-03-09
496,Grand-Northeast-Kickoff-2025,2025-03-09
497,Grand-Northeast-Kickoff-2025,2025-03-09
498,Huckin-in-the-Hills-XI,2025-03-01
499,Huckin-in-the-Hills-XI,2025-03-01
500,Huckin-in-the-Hills-XI,2025-03-02
501,Huckin-in-the-Hills-XI,2025-03-02
502,Butler-Spring-Fling-2025,2025-03-23
503,Butler-Spring-Fling-2025,2025-03-23
504,Corny-Classic-College-2025,2025-03-29
505,Corny-Classic-College-2025,2025-03-29
506,Corny-Classic-College-2025,2025-03-29
507,Corny-Classic-College-2025,2025-03-29
508,Pres-Day-Quals-men,2025-02-01
509,Pres-Day-Quals-men,2025-02-01
510,Pres-Day-Quals-men,2025-02-01
511,Pres-Day-Quals-men,2025-02-02
512,Pres-Day-Quals-men,2025-02-02
513,Pac-Con-2025,2025-01-25
514,Pac-Con-2025,2025-01-25
515,Pac-Con-2025,2025-01-25
516,Pac-Con-2025,2025-01-26
517,Pac-Con-2025,2025-01-26
518,Pac-Con-2025,2025-01-26
519,Stanford-Open-Mens,2025-02-08
520,Stanford-Open-Mens,2025-02-08
521,Stanford-Open-Mens,2025-02-09
522,Stanford-Open-Mens,2025-02-09
523,Stanford-Open-Mens,2025-02-09
524,Silicon-Valley-Rally-2025,2025-03-15
525,Silicon-Valley-Rally-2025,2025-03-15
526,Silicon-Valley-Rally-2025,2025-03-15
527,Silicon-Valley-Rally-2025,2025-03-15
528,Silicon-Valley-Rally-2025,2025-03-16
529,Silicon-Valley-Rally-2025,2025-03-16
530,Pres-Day-Quals-men,2025-02-01
531,Pres-Day-Quals-men,2025-02-01
532,Pres-Day-Quals-men,2025-02-01
533,Pres-Day-Quals-men,2025-02-02
534,Pres-Day-Quals-men,2025-02-02
535,Pres-Day-Quals-men,2025-02-02
536,Vice-Presidents-Day-Invite-2025,2025-02-15
537,Vice-Presidents-Day-Invite-2025,2025-02-15
538,Vice-Presidents-Day-Invite-2025,2025-02-16
539,Vice-Presidents-Day-Invite-2025,2025-02-16
540,Santa-Barbara-Invite-2025,2025-01-25
541,Santa-Barbara-Invite-2025,2025-01-25
542,Santa-Barbara-Invite-2025,2025-01-26
543,Santa-Barbara-Invite-2025,2025-01-26
544,Santa-Barbara-Invite-2025,2025-01-26
545,Presidents-Day-Invite-2025,2025-02-15
546,Presidents-Day-Invite-2025,2025-02-15
547,Presidents-Day-Invite-2025,2025-02-16
548,Presidents-Day-Invite-2025,2025-02-16
549,Presidents-Day-Invite-2025,2025-02-16
550,Presidents-Day-Invite-2025,2025-02-16
551,Presidents-Day-Invite-2025,2025-02-17
552,Presidents-Day-Invite-2025,2025-02-17
553,Stanford-Invite-2025-Mens,2025-03-08
554,Stanford-Invite-2025-Mens,2025-03-08
555,Stanford-Invite-2025-Mens,2025-03-09
556,Stanford-Invite-2025-Mens,2025-03-09
557,Easterns-2025,2025-03-29
558,Easterns-2025,2025-03-29
559,Easterns-2025,2025-03-29
560,Easterns-2025,2025-03-29
561,Easterns-2025,2025-03-30
562,Easterns-2025,2025-03-30
563,Easterns-2025,2025-03-30
564,Santa-Barbara-Invite-2025,2025-01-25
565,Santa-Barbara-Invite-2025,2025-01-26
566,Pres-Day-Quals-men,2025-02-01
567,Pres-Day-Quals-men,2025-02-01
568,Pres-Day-Quals-men,2025-02-01
569,Pres-Day-Quals-men,2025-02-02
570,Pres-Day-Quals-men,2025-02-02
571,Stanford-Open-Mens,2025-02-08
572,Stanford-Open-Mens,2025-02-08
573,Stanford-Open-Mens,2025-02-09
574,Stanford-Open-Mens,2025-02-09
575,Pres-Day-Quals-men,2025-02-01
576,Pres-Day-Quals-men,2025-02-01
577,Pres-Day-Quals-men,2025-02-01
578,Pres-Day-Quals-men,2025-02-02
579,Pres-Day-Quals-men,2025-02-02
580,Stanford-Open-Mens,2025-02-08
581,Stanford-Open-Mens,2025-02-09
582,Stanford-Open-Mens,2025-02-09
583,Stanford-Open-Mens,2025-02-09
584,Southwest-Showdown-2025,2025-03-29
585,Southwest-Showdown-2025,2025-03-29
586,Southwest-Showdown-2025,2025-03-29
587,Southwest-Showdown-2025,2025-03-30
588,Southwest-Showdown-2025,2025-03-30
589,Santa-Barbara-Invite-2025,2025-01-25
590,Santa-Barbara-Invite-2025,2025-01-25
591,Santa-Barbara-Invite-2025,2025-01-26
592,Presidents-Day-Invite-2025,2025-02-15
593,Presidents-Day-Invite-2025,2025-02-15
594,Presidents-Day-Invite-2025,2025-02-15
595,Presidents-Day-Invite-2025,2025-02-16
596,Presidents-Day-Invite-2025,2025-02-16
597,Presidents-Day-Invite-2025,2025-02-16
598,Presidents-Day-Invite-2025,2025-02-16
599,Presidents-Day-Invite-2025,2025-02-17
600,Presidents-Day-Invite-2025,2025-02-17
601,Stanford-Invite-2025-Mens,2025-03-08
602,Stanford-Invite-2025-Mens,2025-03-08
603,Stanford-Invite-2025-Mens,2025-03-08
604,Stanford-Invite-2025-Mens,2025-03-08
605,Stanford-Invite-2025-Mens,2025-03-09
606,Stanford-Invite-2025-Mens,2025-03-09
607,Easterns-2025,2025-03-29
608,Easterns-2025,2025-03-29
609,Easterns-2025,2025-03-29
610,Easterns-2025,2025-03-29
611,Easterns-2025,2025-03-30
612,Easterns-2025,2025-03-30
613,Pres-Day-Quals-men,2025-02-01
614,Pres-Day-Quals-men,2025-02-01
