3,ELO,2025-02-22,384
3,SWCI,2025-02-23,226
3,ELO,2025-02-23,383
3,Massey,2025-02-23,390
3,SWCI,2025-03-02,271
3,ELO,2025-03-02,380
3,Massey,2025-03-02,333
3,SWCI,2025-03-08,275
3,ELO,2025-03-08,350
3,Massey,2025-03-08,261
3,SWCI,2025-03-09,279
3,ELO,2025-03-09,348
3,Massey,2025-03-09,256
3,SWCI,2025-03-15,298
3,ELO,2025-03-15,349
3,Massey,2025-03-15,318
3,SWCI,2025-03-16,301
3,ELO,2025-03-16,347
3,Massey,2025-03-16,309
3,SWCI,2025-03-23,322
3,ELO,2025-03-23,338
3,Massey,2025-03-23,291
3,SWCI,2025-03-29,340
3,ELO,2025-03-29,333
3,Massey,2025-03-29,267
3,SWCI,2025-03-30,327
3,ELO,2025-03-30,333
3,Massey,2025-03-30,265
4,SWCI,2025-01-26,92
4,ELO,2025-01-26,28
4,Massey,2025-01-26,365
4,SWCI,2025-02-02,154
4,ELO,2025-02-02,66
4,Massey,2025-02-02,308
4,SWCI,2025-02-08,143
4,ELO,2025-02-08,156
4,Massey,2025-02-08,339
4,SWCI,2025-02-09,150
4,ELO,2025-02-09,381
4,Massey,2025-02-09,388
4,SWCI,2025-02-12,150
4,ELO,2025-02-12,377
4,Massey,2025-02-12,388
4,SWCI,2025-02-16,169
4,ELO,2025-02-16,376
4,Massey,2025-02-16,392
4,SWCI,2025-02-17,169
4,ELO,2025-02-17,372
4,Massey,2025-02-17,373
4,SWCI,2025-02-22,215
4,ELO,2025-02-22,373
4,Massey,2025-02-22,372
4,SWCI,2025-02-23,214
4,ELO,2025-02-23,371
4,Massey,2025-02-23,387
4,SWCI,2025-03-02,205
4,ELO,2025-03-02,364
4,Massey,2025-03-02,283
4,SWCI,2025-03-08,209
4,ELO,2025-03-08,313
4,Massey,2025-03-08,220
4,SWCI,2025-03-09,213
4,ELO,2025-03-09,312
4,Massey,2025-03-09,214
4,SWCI,2025-03-15,229
4,ELO,2025-03-15,308
4,Massey,2025-03-15,281
4,SWCI,2025-03-16,224
4,ELO,2025-03-16,307
4,Massey,2025-03-16,242
4,SWCI,2025-03-23,234
4,ELO,2025-03-23,297
4,Massey,2025-03-23,250
4,ELO,2025-03-29,283
4,Massey,2025-03-29,223
4,SWCI,2025-03-29,250
4,SWCI,2025-03-30,258
4,ELO,2025-03-30,283
4,Massey,2025-03-30,226
5,SWCI,2025-01-26,91
5,ELO,2025-01-26,29
5,Massey,2025-01-26,4
5,SWCI,2025-02-02,153
5,ELO,2025-02-02,67
5,Massey,2025-02-02,326
5,SWCI,2025-02-08,105
5,ELO,2025-02-08,157
5,Massey,2025-02-08,313
5,SWCI,2025-02-09,94
5,ELO,2025-02-09,336
5,Massey,2025-02-09,374
5,SWCI,2025-02-12,94
5,ELO,2025-02-12,323
5,Massey,2025-02-12,373
5,SWCI,2025-02-16,105
5,ELO,2025-02-16,322
5,Massey,2025-02-16,380
5,SWCI,2025-02-17,105
5,ELO,2025-02-17,314
5,Massey,2025-02-17,338
5,SWCI,2025-02-22,129
5,ELO,2025-02-22,311
5,Massey,2025-02-22,334
5,SWCI,2025-02-23,129
5,ELO,2025-02-23,310
5,Massey,2025-02-23,365
5,SWCI,2025-03-02,151
5,ELO,2025-03-02,290
5,Massey,2025-03-02,204
5,SWCI,2025-03-08,158
5,ELO,2025-03-08,250
5,Massey,2025-03-08,185
5,SWCI,2025-03-09,160
5,ELO,2025-03-09,249
5,Massey,2025-03-09,183
5,SWCI,2025-03-15,180
5,ELO,2025-03-15,242
5,Massey,2025-03-15,239
5,SWCI,2025-03-16,180
5,ELO,2025-03-16,238
5,Massey,2025-03-16,193
5,SWCI,2025-03-23,190
5,ELO,2025-03-23,228
5,Massey,2025-03-23,213
5,SWCI,2025-03-29,227
5,ELO,2025-03-29,223
5,Massey,2025-03-29,191
5,SWCI,2025-03-30,213
5,ELO,2025-03-30,224
5,Massey,2025-03-30,183
6,SWCI,2025-01-26,90
6,ELO,2025-01-26,30
6,Massey,2025-01-26,395
6,SWCI,2025-02-02,152
6,ELO,2025-02-02,68
6,Massey,2025-02-02,325
6,SWCI,2025-02-08,29
6,ELO,2025-02-08,102
6,Massey,2025-02-08,56
6,SWCI,2025-02-09,18
6,ELO,2025-02-09,16
6,Massey,2025-02-09,315
6,SWCI,2025-02-12,18
6,ELO,2025-02-12,20
6,Massey,2025-02-12,316
6,SWCI,2025-02-16,23
6,ELO,2025-02-16,20
6,Massey,2025-02-16,345
6,SWCI,2025-02-17,23
6,ELO,2025-02-17,25
6,Massey,2025-02-17,138
6,SWCI,2025-02-22,28
6,ELO,2025-02-22,25
6,Massey,2025-02-22,237
6,SWCI,2025-02-23,27
6,ELO,2025-02-23,25
6,Massey,2025-02-23,279
6,SWCI,2025-03-02,7
6,ELO,2025-03-02,1
6,Massey,2025-03-02,67
6,SWCI,2025-03-08,8
6,ELO,2025-03-08,3
6,Massey,2025-03-08,58
6,SWCI,2025-03-09,8
6,ELO,2025-03-09,3
6,Massey,2025-03-09,58
6,SWCI,2025-03-15,7
6,ELO,2025-03-15,4
6,Massey,2025-03-15,110
6,SWCI,2025-03-16,6
6,ELO,2025-03-16,4
6,Massey,2025-03-16,58
6,SWCI,2025-03-23,6
6,ELO,2025-03-23,5
6,Massey,2025-03-23,84
6,SWCI,2025-03-29,4
6,ELO,2025-03-29,6
6,Massey,2025-03-29,45
6,SWCI,2025-03-30,5
6,ELO,2025-03-30,6
6,Massey,2025-03-30,36
7,SWCI,2025-01-26,89
7,ELO,2025-01-26,31
7,Massey,2025-01-26,388
7,SWCI,2025-02-02,151
7,ELO,2025-02-02,69
7,Massey,2025-02-02,5
7,SWCI,2025-02-08,142
7,ELO,2025-02-08,133
7,Massey,2025-02-08,340
7,SWCI,2025-02-09,87
7,ELO,2025-02-09,333
7,Massey,2025-02-09,364
7,SWCI,2025-02-12,87
7,ELO,2025-02-12,321
7,Massey,2025-02-12,366
7,SWCI,2025-02-16,96
7,ELO,2025-02-16,319
7,Massey,2025-02-16,376
7,SWCI,2025-02-17,96
7,ELO,2025-02-17,310
7,Massey,2025-02-17,326
7,SWCI,2025-02-22,117
7,ELO,2025-02-22,306
7,Massey,2025-02-22,314
7,SWCI,2025-02-23,116
7,ELO,2025-02-23,304
7,Massey,2025-02-23,355
7,SWCI,2025-03-02,130
7,ELO,2025-03-02,285
7,Massey,2025-03-02,179
7,SWCI,2025-03-08,131
7,ELO,2025-03-08,241
7,Massey,2025-03-08,163
7,SWCI,2025-03-09,131
7,ELO,2025-03-09,240
7,Massey,2025-03-09,162
7,SWCI,2025-03-15,141
7,ELO,2025-03-15,233
7,Massey,2025-03-15,215
7,SWCI,2025-03-16,151
7,ELO,2025-03-16,230
7,Massey,2025-03-16,169
7,SWCI,2025-03-23,155
7,ELO,2025-03-23,217
7,Massey,2025-03-23,184
7,SWCI,2025-03-29,133
7,ELO,2025-03-29,214
7,Massey,2025-03-29,135
7,SWCI,2025-03-30,71
7,ELO,2025-03-30,212
7,Massey,2025-03-30,105
8,SWCI,2025-01-26,88
8,ELO,2025-01-26,32
8,Massey,2025-01-26,389
8,SWCI,2025-02-02,84
8,ELO,2025-02-02,70
8,Massey,2025-02-02,97
8,SWCI,2025-02-08,44
8,ELO,2025-02-08,53
8,Massey,2025-02-08,119
8,SWCI,2025-02-09,46
8,ELO,2025-02-09,56
8,Massey,2025-02-09,296
8,SWCI,2025-02-12,45
8,ELO,2025-02-12,7
8,Massey,2025-02-12,264
8,SWCI,2025-02-16,50
8,ELO,2025-02-16,8
8,Massey,2025-02-16,72
8,SWCI,2025-02-17,50
8,ELO,2025-02-17,13
8,Massey,2025-02-17,73
8,SWCI,2025-02-22,62
8,ELO,2025-02-22,13
8,Massey,2025-02-22,88
8,SWCI,2025-02-23,57
8,ELO,2025-02-23,13
8,Massey,2025-02-23,80
8,SWCI,2025-03-02,40
8,ELO,2025-03-02,16
8,Massey,2025-03-02,57
8,SWCI,2025-03-08,37
8,ELO,2025-03-08,8
8,Massey,2025-03-08,53
8,SWCI,2025-03-09,37
8,ELO,2025-03-09,8
8,Massey,2025-03-09,54
8,SWCI,2025-03-15,39
8,ELO,2025-03-15,10
8,Massey,2025-03-15,107
8,SWCI,2025-03-16,37
8,ELO,2025-03-16,10
8,Massey,2025-03-16,52
8,SWCI,2025-03-23,32
8,ELO,2025-03-23,10
8,Massey,2025-03-23,80
8,SWCI,2025-03-29,28
8,ELO,2025-03-29,11
8,Massey,2025-03-29,55
8,SWCI,2025-03-30,25
8,ELO,2025-03-30,11
8,Massey,2025-03-30,53
9,SWCI,2025-01-26,87
9,ELO,2025-01-26,33
9,Massey,2025-01-26,382
9,SWCI,2025-02-02,150
9,ELO,2025-02-02,71
9,Massey,2025-02-02,22
9,SWCI,2025-02-08,397
9,ELO,2025-02-08,309
9,Massey,2025-02-08,374
9,SWCI,2025-02-09,397
9,ELO,2025-02-09,318
9,Massey,2025-02-09,242
9,SWCI,2025-02-12,397
9,ELO,2025-02-12,119
9,Massey,2025-02-12,111
9,SWCI,2025-02-16,40
9,ELO,2025-02-16,116
9,Massey,2025-02-16,133
9,SWCI,2025-02-17,38
9,ELO,2025-02-17,81
9,Massey,2025-02-17,120
9,SWCI,2025-02-22,47
9,ELO,2025-02-22,81
9,Massey,2025-02-22,108
9,SWCI,2025-02-23,44
9,ELO,2025-02-23,85
9,Massey,2025-02-23,246
9,SWCI,2025-03-02,58
9,ELO,2025-03-02,103
9,Massey,2025-03-02,132
9,SWCI,2025-03-08,57
9,ELO,2025-03-08,76
9,Massey,2025-03-08,121
9,SWCI,2025-03-09,59
9,ELO,2025-03-09,78
9,Massey,2025-03-09,120
9,SWCI,2025-03-15,57
9,ELO,2025-03-15,81
9,Massey,2025-03-15,190
9,SWCI,2025-03-16,35
9,ELO,2025-03-16,21
9,Massey,2025-03-16,132
9,SWCI,2025-03-23,36
9,ELO,2025-03-23,25
9,Massey,2025-03-23,147
9,SWCI,2025-03-29,34
9,ELO,2025-03-29,27
9,Massey,2025-03-29,110
9,SWCI,2025-03-30,28
9,ELO,2025-03-30,27
9,Massey,2025-03-30,110
10,SWCI,2025-01-26,63
10,ELO,2025-01-26,34
10,Massey,2025-01-26,392
10,SWCI,2025-02-02,126
10,ELO,2025-02-02,393
10,Massey,2025-02-02,394
10,SWCI,2025-02-08,168
10,ELO,2025-02-08,392
10,Massey,2025-02-08,386
10,SWCI,2025-02-09,168
10,ELO,2025-02-09,392
10,Massey,2025-02-09,377
10,SWCI,2025-02-12,168
10,ELO,2025-02-12,390
10,Massey,2025-02-12,383
10,SWCI,2025-02-16,189
10,ELO,2025-02-16,390
10,Massey,2025-02-16,374
10,SWCI,2025-02-17,189
10,ELO,2025-02-17,389
10,Massey,2025-02-17,388
10,SWCI,2025-02-22,232
10,ELO,2025-02-22,390
10,Massey,2025-02-22,373
10,SWCI,2025-02-23,232
10,ELO,2025-02-23,389
10,Massey,2025-02-23,369
10,SWCI,2025-03-02,312
10,ELO,2025-03-02,385
10,Massey,2025-03-02,336
10,SWCI,2025-03-08,320
10,ELO,2025-03-08,395
10,Massey,2025-03-08,272
10,SWCI,2025-03-09,324
10,ELO,2025-03-09,395
10,Massey,2025-03-09,266
10,SWCI,2025-03-15,351
10,ELO,2025-03-15,395
10,Massey,2025-03-15,338
10,SWCI,2025-03-16,350
10,ELO,2025-03-16,395
10,Massey,2025-03-16,330
10,SWCI,2025-03-23,364
10,ELO,2025-03-23,395
10,Massey,2025-03-23,321
10,SWCI,2025-03-29,379
10,ELO,2025-03-29,393
10,Massey,2025-03-29,306
10,SWCI,2025-03-30,382
10,ELO,2025-03-30,392
10,Massey,2025-03-30,311
11,SWCI,2025-01-26,86
11,ELO,2025-01-26,35
11,Massey,2025-01-26,24
11,SWCI,2025-02-02,149
11,ELO,2025-02-02,73
11,Massey,2025-02-02,371
11,SWCI,2025-02-08,66
11,ELO,2025-02-08,317
11,Massey,2025-02-08,131
11,SWCI,2025-02-09,77
11,ELO,2025-02-09,71
11,Massey,2025-02-09,350
11,SWCI,2025-02-12,78
11,ELO,2025-02-12,83
11,Massey,2025-02-12,351
11,SWCI,2025-02-16,80
11,ELO,2025-02-16,83
11,Massey,2025-02-16,369
11,SWCI,2025-02-17,81
11,ELO,2025-02-17,90
11,Massey,2025-02-17,305
11,SWCI,2025-02-22,102
11,ELO,2025-02-22,91
11,Massey,2025-02-22,298
11,SWCI,2025-02-23,100
11,ELO,2025-02-23,95
11,Massey,2025-02-23,339
11,SWCI,2025-03-02,129
11,ELO,2025-03-02,115
11,Massey,2025-03-02,139
11,SWCI,2025-03-08,136
11,ELO,2025-03-08,242
11,Massey,2025-03-08,124
11,SWCI,2025-03-09,136
11,ELO,2025-03-09,241
11,Massey,2025-03-09,121
11,SWCI,2025-03-15,143
11,ELO,2025-03-15,234
11,Massey,2025-03-15,179
11,SWCI,2025-03-16,147
11,ELO,2025-03-16,231
11,Massey,2025-03-16,127
11,SWCI,2025-03-23,153
11,ELO,2025-03-23,218
11,Massey,2025-03-23,153
11,SWCI,2025-03-29,124
11,ELO,2025-03-29,132
11,Massey,2025-03-29,125
11,SWCI,2025-03-30,124
11,ELO,2025-03-30,135
11,Massey,2025-03-30,125
12,SWCI,2025-01-26,85
12,ELO,2025-01-26,36
12,Massey,2025-01-26,48
12,SWCI,2025-02-02,148
12,ELO,2025-02-02,74
12,Massey,2025-02-02,64
12,SWCI,2025-02-08,196
12,ELO,2025-02-08,318
12,Massey,2025-02-08,351
12,SWCI,2025-02-09,196
12,ELO,2025-02-09,317
12,Massey,2025-02-09,343
12,SWCI,2025-02-12,196
12,ELO,2025-02-12,124
12,Massey,2025-02-12,40
12,SWCI,2025-02-16,397
12,ELO,2025-02-16,118
12,Massey,2025-02-16,93
12,SWCI,2025-02-17,397
12,ELO,2025-02-17,125
12,Massey,2025-02-17,115
12,SWCI,2025-02-22,397
12,ELO,2025-02-22,300
12,Massey,2025-02-22,231
12,SWCI,2025-02-23,397
12,ELO,2025-02-23,278
12,Massey,2025-02-23,56
12,SWCI,2025-03-02,279
12,ELO,2025-03-02,152
12,Massey,2025-03-02,255
12,SWCI,2025-03-08,285
12,ELO,2025-03-08,340
12,Massey,2025-03-08,199
12,SWCI,2025-03-09,289
12,ELO,2025-03-09,338
12,Massey,2025-03-09,197
12,SWCI,2025-03-15,306
12,ELO,2025-03-15,339
12,Massey,2025-03-15,264
12,SWCI,2025-03-16,307
12,ELO,2025-03-16,336
12,Massey,2025-03-16,217
12,SWCI,2025-03-23,316
12,ELO,2025-03-23,326
12,Massey,2025-03-23,232
12,SWCI,2025-03-29,330
12,ELO,2025-03-29,369
12,Massey,2025-03-29,217
12,SWCI,2025-03-30,325
12,ELO,2025-03-30,368
12,Massey,2025-03-30,221
13,SWCI,2025-01-26,84
13,ELO,2025-01-26,37
13,Massey,2025-01-26,31
13,SWCI,2025-02-02,147
13,ELO,2025-02-02,75
13,Massey,2025-02-02,4
13,SWCI,2025-02-08,195
13,ELO,2025-02-08,319
13,Massey,2025-02-08,2
13,SWCI,2025-02-09,195
13,ELO,2025-02-09,316
13,Massey,2025-02-09,263
13,SWCI,2025-02-12,195
13,ELO,2025-02-12,123
13,Massey,2025-02-12,390
13,SWCI,2025-02-16,215
13,ELO,2025-02-16,119
13,Massey,2025-02-16,279
13,SWCI,2025-02-17,215
13,ELO,2025-02-17,126
13,Massey,2025-02-17,94
13,SWCI,2025-02-22,256
13,ELO,2025-02-22,240
13,Massey,2025-02-22,282
13,SWCI,2025-02-23,256
13,ELO,2025-02-23,279
13,Massey,2025-02-23,126
13,SWCI,2025-03-02,193
13,ELO,2025-03-02,153
13,Massey,2025-03-02,142
13,SWCI,2025-03-08,195
13,ELO,2025-03-08,264
13,Massey,2025-03-08,130
13,SWCI,2025-03-09,198
13,ELO,2025-03-09,263
13,Massey,2025-03-09,129
13,SWCI,2025-03-15,203
13,ELO,2025-03-15,256
13,Massey,2025-03-15,223
13,SWCI,2025-03-16,206
13,ELO,2025-03-16,253
13,Massey,2025-03-16,165
13,SWCI,2025-03-23,203
13,ELO,2025-03-23,259
13,Massey,2025-03-23,183
13,SWCI,2025-03-29,211
13,ELO,2025-03-29,249
13,Massey,2025-03-29,146
13,SWCI,2025-03-30,215
13,ELO,2025-03-30,251
13,Massey,2025-03-30,142
14,SWCI,2025-01-26,83
14,ELO,2025-01-26,38
14,Massey,2025-01-26,375
14,SWCI,2025-02-02,146
14,ELO,2025-02-02,76
14,Massey,2025-02-02,370
14,SWCI,2025-02-08,194
14,ELO,2025-02-08,320
14,Massey,2025-02-08,365
14,SWCI,2025-02-09,194
14,ELO,2025-02-09,315
14,Massey,2025-02-09,284
14,SWCI,2025-02-12,194
14,ELO,2025-02-12,125
14,Massey,2025-02-12,372
14,SWCI,2025-02-16,214
14,ELO,2025-02-16,120
14,Massey,2025-02-16,5
14,SWCI,2025-02-17,214
14,ELO,2025-02-17,127
14,Massey,2025-02-17,393
14,SWCI,2025-02-22,255
14,ELO,2025-02-22,233
14,Massey,2025-02-22,4
14,SWCI,2025-02-23,255
14,ELO,2025-02-23,280
14,Massey,2025-02-23,397
14,SWCI,2025-03-02,47
14,ELO,2025-03-02,154
14,Massey,2025-03-02,264
14,SWCI,2025-03-08,45
14,ELO,2025-03-08,78
14,Massey,2025-03-08,205
14,SWCI,2025-03-09,46
14,ELO,2025-03-09,80
14,Massey,2025-03-09,202
14,SWCI,2025-03-15,75
14,ELO,2025-03-15,83
14,Massey,2025-03-15,297
14,SWCI,2025-03-16,106
14,ELO,2025-03-16,122
14,Massey,2025-03-16,237
14,SWCI,2025-03-23,115
14,ELO,2025-03-23,129
14,Massey,2025-03-23,249
14,SWCI,2025-03-29,126
14,ELO,2025-03-29,138
14,Massey,2025-03-29,226
14,SWCI,2025-03-30,122
14,ELO,2025-03-30,141
14,Massey,2025-03-30,225
15,SWCI,2025-01-26,82
15,ELO,2025-01-26,39
15,Massey,2025-01-26,376
15,SWCI,2025-02-02,145
15,ELO,2025-02-02,77
15,Massey,2025-02-02,28
15,SWCI,2025-02-08,193
15,ELO,2025-02-08,321
15,Massey,2025-02-08,346
15,SWCI,2025-02-09,193
15,ELO,2025-02-09,314
15,Massey,2025-02-09,342
15,SWCI,2025-02-12,193
15,ELO,2025-02-12,126
15,Massey,2025-02-12,380
15,SWCI,2025-02-16,213
15,ELO,2025-02-16,121
15,Massey,2025-02-16,259
15,SWCI,2025-02-17,213
15,ELO,2025-02-17,128
15,Massey,2025-02-17,367
15,SWCI,2025-02-22,254
15,ELO,2025-02-22,239
15,Massey,2025-02-22,370
15,SWCI,2025-02-23,254
15,ELO,2025-02-23,240
15,Massey,2025-02-23,336
15,SWCI,2025-03-02,278
15,ELO,2025-03-02,212
15,Massey,2025-03-02,393
15,SWCI,2025-03-08,284
15,ELO,2025-03-08,336
15,Massey,2025-03-08,382
15,SWCI,2025-03-09,288
15,ELO,2025-03-09,334
15,Massey,2025-03-09,394
15,SWCI,2025-03-15,312
15,ELO,2025-03-15,335
15,Massey,2025-03-15,395
15,SWCI,2025-03-16,317
15,ELO,2025-03-16,332
15,Massey,2025-03-16,393
15,SWCI,2025-03-23,333
15,ELO,2025-03-23,323
15,Massey,2025-03-23,391
15,SWCI,2025-03-29,346
15,ELO,2025-03-29,318
15,Massey,2025-03-29,385
15,SWCI,2025-03-30,357
15,ELO,2025-03-30,318
15,Massey,2025-03-30,379
16,SWCI,2025-01-26,81
16,ELO,2025-01-26,389
16,Massey,2025-01-26,354
16,SWCI,2025-02-02,144
16,ELO,2025-02-02,111
16,Massey,2025-02-02,86
16,SWCI,2025-02-08,192
16,ELO,2025-02-08,324
16,Massey,2025-02-08,300
16,SWCI,2025-02-09,192
16,ELO,2025-02-09,104
16,Massey,2025-02-09,305
16,SWCI,2025-02-12,192
16,ELO,2025-02-12,314
16,Massey,2025-02-12,336
16,SWCI,2025-02-16,212
16,ELO,2025-02-16,122
16,Massey,2025-02-16,318
16,SWCI,2025-02-17,212
16,ELO,2025-02-17,129
16,Massey,2025-02-17,93
16,SWCI,2025-02-22,253
16,ELO,2025-02-22,234
16,Massey,2025-02-22,274
16,SWCI,2025-02-23,253
16,ELO,2025-02-23,239
16,Massey,2025-02-23,57
16,SWCI,2025-03-02,235
16,ELO,2025-03-02,124
16,Massey,2025-03-02,386
16,SWCI,2025-03-08,238
16,ELO,2025-03-08,314
16,Massey,2025-03-08,359
16,SWCI,2025-03-09,242
16,ELO,2025-03-09,313
16,Massey,2025-03-09,377
16,SWCI,2025-03-15,267
16,ELO,2025-03-15,311
16,Massey,2025-03-15,385
16,SWCI,2025-03-16,272
16,ELO,2025-03-16,310
16,Massey,2025-03-16,382
16,SWCI,2025-03-23,287
16,ELO,2025-03-23,301
16,Massey,2025-03-23,380
16,SWCI,2025-03-29,318
16,ELO,2025-03-29,288
16,Massey,2025-03-29,376
16,SWCI,2025-03-30,326
16,ELO,2025-03-30,288
16,Massey,2025-03-30,372
17,SWCI,2025-01-26,384
17,ELO,2025-01-26,378
17,Massey,2025-01-26,350
17,SWCI,2025-02-02,384
17,ELO,2025-02-02,176
17,Massey,2025-02-02,95
17,SWCI,2025-02-08,191
17,ELO,2025-02-08,100
17,Massey,2025-02-08,354
17,SWCI,2025-02-09,191
17,ELO,2025-02-09,107
17,Massey,2025-02-09,299
17,SWCI,2025-02-12,191
17,ELO,2025-02-12,307
17,Massey,2025-02-12,130
17,SWCI,2025-02-16,99
17,ELO,2025-02-16,210
17,Massey,2025-02-16,305
17,SWCI,2025-02-17,99
17,ELO,2025-02-17,311
17,Massey,2025-02-17,295
17,SWCI,2025-02-22,122
17,ELO,2025-02-22,307
17,Massey,2025-02-22,260
17,SWCI,2025-02-23,121
17,ELO,2025-02-23,305
17,Massey,2025-02-23,312
17,SWCI,2025-03-02,122
17,ELO,2025-03-02,286
17,Massey,2025-03-02,296
17,SWCI,2025-03-08,122
17,ELO,2025-03-08,112
17,Massey,2025-03-08,228
17,SWCI,2025-03-09,125
17,ELO,2025-03-09,115
17,Massey,2025-03-09,219
17,SWCI,2025-03-15,140
17,ELO,2025-03-15,120
17,Massey,2025-03-15,299
17,SWCI,2025-03-16,150
17,ELO,2025-03-16,121
17,Massey,2025-03-16,251
17,SWCI,2025-03-23,148
17,ELO,2025-03-23,128
17,Massey,2025-03-23,248
17,SWCI,2025-03-29,99
17,ELO,2025-03-29,137
17,Massey,2025-03-29,220
17,SWCI,2025-03-30,40
17,ELO,2025-03-30,140
17,Massey,2025-03-30,208
18,SWCI,2025-01-26,383
18,ELO,2025-01-26,379
18,Massey,2025-01-26,387
18,SWCI,2025-02-02,383
18,ELO,2025-02-02,142
18,Massey,2025-02-02,353
18,SWCI,2025-02-08,190
18,ELO,2025-02-08,101
18,Massey,2025-02-08,64
18,SWCI,2025-02-09,190
18,ELO,2025-02-09,106
18,Massey,2025-02-09,36
18,SWCI,2025-02-12,190
18,ELO,2025-02-12,308
18,Massey,2025-02-12,8
18,SWCI,2025-02-16,211
18,ELO,2025-02-16,213
18,Massey,2025-02-16,6
18,SWCI,2025-02-17,211
18,ELO,2025-02-17,139
18,Massey,2025-02-17,13
18,SWCI,2025-02-22,252
18,ELO,2025-02-22,103
18,Massey,2025-02-22,5
18,SWCI,2025-02-23,252
18,ELO,2025-02-23,241
18,Massey,2025-02-23,4
18,SWCI,2025-03-02,2
18,ELO,2025-03-02,199
18,Massey,2025-03-02,86
18,SWCI,2025-03-08,2
18,ELO,2025-03-08,30
18,Massey,2025-03-08,72
18,SWCI,2025-03-09,2
18,ELO,2025-03-09,30
18,Massey,2025-03-09,70
18,SWCI,2025-03-15,5
18,ELO,2025-03-15,29
18,Massey,2025-03-15,145
18,SWCI,2025-03-16,4
18,ELO,2025-03-16,31
18,Massey,2025-03-16,83
18,SWCI,2025-03-23,16
18,ELO,2025-03-23,37
18,Massey,2025-03-23,118
18,SWCI,2025-03-29,50
18,ELO,2025-03-29,48
18,Massey,2025-03-29,130
